o	count
A colour represented by its hex code (e.g.: #FF0000 or #40E0D0).	3
θερμοκρασία (K)	3
Maximaltemperatur (K)	3
融点 (K)	3
http://dbpedia.org/ontology/Mammal	3
boiling point (K)	3
http://dbpedia.org/ontology/List	3
comórtas	3
diploma	3
http://dbpedia.org/ontology/championInDouble	3
http://dbpedia.org/ontology/Population	3
periapsis (km)	3
http://dbpedia.org/ontology/isPartOf	3
http://dbpedia.org/ontology/ConcentrationCamp	3
Rennen	3
Volumen (μ³)	3
point d'ébullition (K)	3
沸点 (K)	3
ελάχιστη θερμοκρασία (K)	3
lchf draft year	3
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#precedes	3
Sendergruppe	3
πυκνότητα_πληθυσμού (/sqkm)	3
http://dbpedia.org/ontology/isoCode	3
componist	3
Wappen	3
region	3
http://dbpedia.org/ontology/Grape	3
προπονητής	3
http://dbpedia.org/ontology/NorwaySettlement	3
φυτό	2
hand	2
Behörde	2
wine region	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event	2
μέγιστο_πλάτος_πλοίου (μ)	2
http://dbpedia.org/ontology/SkiResort	2
http://www.wikidata.org/entity/P569	2
activité	2
Demografie	2
http://dbpedia.org/ontology/SportsSeason	2
αρχιτεκτονική κατασκευή	2
altitude	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#associatedWith	2
couleur	2
http://dbpedia.org/ontology/Mayor	2
université	2
marcach	2
http://www.w3.org/2004/02/skos/core#OrderedCollection	2
http://dbpedia.org/ontology/GermanSettlement	2
http://www.wikidata.org/entity/P509	2
http://dbpedia.org/ontology/ProtectedArea	2
Vene	2
ταχυδρομικός κώδικας	2
duur (s)	2
Source of the value can be declare by .	2
φύλο	2
aantal medewerkers	2
chain	2
ζώο	2
spacecraft	2
πανεπιστήμιο	2
http://dbpedia.org/ontology/Boxing	2
oppervlakte (m2)	2
magazine	2
色	2
volkslied	2
type	2
έκταση (m2)	2
Diplom	2
deputy	2
http://schema.org/Organization	2
http://dbpedia.org/ontology/OrganisationMember	2
school	2
Meer	2
http://dbpedia.org/ontology/GeopoliticalOrganisation	2
Moderator	2
Ratio	2
onderscheiding	2
Stellvertreter	2
Fläche (km2)	2
σημαία	2
動物	2
μνημείο	2
Motor	2
größte Stadt	2
αρτηρία	2
arrondissement	2
Koch	2
land	2
χρώμα	2
vice prime minister	2
Startjahr	2
Provinz	2
The area of the thing in square meters.	2
volume (km3)	2
Rakete	2
διαγωνισμός	2
parliament	2
地域	2
Straße	2
sea	2
διακρίσεις	2
συγγραφέας	2
department	2
locomotief	2
activity	2
canton	2
Archipel	2
jaar	2
valvetrain	2
Musiker	2
College	2
Parlament	2
ηχογράφηση	2
demographics	2
performer	2
diocese	2
president	2
http://dbpedia.org/ontology/Cricketer	2
Jahr	2
στάδιο	2
arrondissement	2
rechtssysteem	2
continente	2
bisdom	2
Karrierestation	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#follows	2
decoration	2
διάμετρος (mm)	2
familie	2
http://schema.org/deathDate	2
organisation	2
rodzina	2
universidad	2
genre	2
αρχιπέλαγος	2
streek	2
Aktivität	2
Durchschnittsgeschwindigkeit (km/s)	2
island	2
rivière	2
diamètre (mm)	2
organ	2
λίμνη	2
chef	2
career station	2
Rechtssystem	2
http://www.wikidata.org/entity/Q14128148	2
auteur	2
compositeur	2
ethnic group	2
http://dbpedia.org/datatype/cubicMetre	2
military unit	2
Person	2
vein	2
nerve	2
superficie (m2)	2
constellation	2
kanaal	2
Oberfläche (km2)	2
Roman	2
geolocDepartment	2
Klasse	2
teanga	2
Gouverneur	2
original maximum boat beam (μ)	2
term of office	2
stadion	2
περιοχή ορόφων (m2)	2
δήμαρχος	2
http://dbpedia.org/ontology/RomaniaSettlement	2
genre	2
Startrampe	2
http://dbpedia.org/ontology/BroadcastNetwork	2
Ideologie	2
Name	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#TimeInterval	2
architetto	2
δισκογραφική	2
politische Funktion	2
evento	2
fuel type	2
http://dbpedia.org/ontology/depth	2
start year	2
album	2
http://dbpedia.org/ontology/Stadium	2
race track	2
fusée	2
Beruf	2
rechter	2
número do sapato	2
http://www.wikidata.org/entity/P86	2
Source of the  value.	2
http://schema.org/StadiumOrArena	2
έτος	2
école	2
Typ	2
Regentschaft	2
http://dbpedia.org/ontology/Presenter	2
second	2
Höhe	2
Kanzler	2
kanton	2
continental tournament	2
day	2
plant	2
Umlaufzeit (μ)	2
Rennstrecke	2
superficie (km2)	2
agglomeration	2
Album	2
variant or variation	2
κινούμενα σχέδια	2
Variante oder Variation	2
schriftsteller	2
αγώνας	2
proosdij	2
Type is too general. We should be able to distinguish types of music from types of architecture	2
Präfektur	2
Durchmesser (mm)	2
university	2
literary genre	2
Rennpferd	2
plaats	2
οδηγός αγώνων	2
επιτάχυνση (s)	2
type gemeente	2
model	2
http://dbpedia.org/ontology/champion	2
artery	2
volume (km3)	2
lúthchleasaí	2
Bild	2
Tier	2
ingenieur	2
Produzent	2
organisatie	2
territory	2
http://dbpedia.org/ontology/location	2
school	2
Genre	2
Vertrieb	2
http://dbpedia.org/ontology/characterInPlay	2
mountain range	2
http://dbpedia.org/ontology/Case	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson	2
governor	2
vente	2
http://schema.org/CollegeOrUniversity	2
Generalstaatsanwalt	2
植物	2
Vizeministerpräsident	2
遺伝子座	2
http://dbpedia.org/datatype/minute	2
país	2
locomotive	2
Vogel	2
Hauptstadt	2
http://dbpedia.org/ontology/Game	2
first pro match	2
http://dbpedia.org/ontology/Royalty	2
Main ingredient used to prepare a specific Food or Beverage. For strings use ingredientName, for objects use ingredient.	2
competition	2
area metro (km2)	2
album	2
miasto	2
Anzahl der Inseln	2
gouverneur	2
case	2
género	2
mill code NL	2
architecte	2
Siedlung	2
département	2
platenlabel	2
http://dbpedia.org/ontology/Annotation	2
Organisationsmitglied	2
burgemeester	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson	2
Boxstil	2
maximum discharge (m³/s)	2
Volumen (km3)	2
crew	2
http://dbpedia.org/ontology/Flag	2
train carriage	2
uitstoot (m³/s)	2
afbeelding	2
Payload mass in a typical Low Earth orbit	2
tír	2
ομάδα αίματος	2
archipelago	2
lingua	2
building	2
http://dbpedia.org/ontology/Athletics	2
Single	2
population	2
weapon	2
οικογένεια	2
year	2
Postleitzahl	2
CO2 emission (g/km)	2
acteur	2
убрзање (s)	2
pays	2
publisher	2
Architekt	2
σεναριογράφος	2
χώρα	2
image	2
équipe de basket-ball	2
coach	2
όνομα	2
type	2
distance (km)	2
number of islands	2
Fläche (m2)	2
ταινία	2
media	2
Kanal	2
taxon	2
dráma	2
animal	2
http://dbpedia.org/ontology/Novel	2
discharge (m³/s)	2
σχολείο	2
είδος	2
soort	2
ζωγράφος	2
geslacht	2
road	2
comic	2
ncaa season	2
Dekanat	2
http://dbpedia.org/ontology/Tower	2
continent	2
gare	2
Blutgruppe	2
dam	2
maximum boat beam (μ)	2
company	2
schoenmaat	2
maximum boat length (μ)	2
emittente	2
categorie	2
http://www.wikidata.org/entity/Q8047	2
http://schema.org/LandmarksOrHistoricalBuildings	2
Bahnhof	2
taal	2
museum	2
Film	2
año	2
http://dbpedia.org/ontology/District	2
경기장	2
Sternbild	2
http://schema.org/Festival	2
launch pad	2
Entfernung (km)	2
sport	2
http://dbpedia.org/ontology/Train	2
acceleration (s)	2
Medien	2
oppervlakte (km2)	2
μέση ακτίνα (km)	2
monarch	2
newspaper	2
http://dbpedia.org/ontology/colourHexCode	2
municipality	2
voetbalseizoen	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasRegion	2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#unifies	2
cemetery	2
erstes Profispiel	2
Nerv	2
http://dbpedia.org/ontology/Tribus	2
indexing code used by the Polish National Official Register of the Territorial Division of the Country (TERYT) to identify various entities	2
lymph	2
Refers to the famous 1918 edition of Gray's Anatomy.	2
lieutenant	2
http://www.wikidata.org/entity/P112	2
ethnie	2
deanery	2
cathair	2
Weinregion	2
Zitat	2
documenttype	2
political function	2
entraîneur	2
senator	2
foot	2
athletics	2
parish	2
запремина (km3)	2
キャラクター	2
contest	2
average speed (km/s)	2
http://dbpedia.org/ontology/Law	2
Amtsinhaber	2
architect	2
regency	2
Höchstgeschwindigkeit (kmh)	2
μέγιστο_μήκος_πλοίου (μ)	2
durchschnittlicher Radius (km)	2
Kontinent	2
orbital period (μ)	2
population urban density (/sqkm)	2
Raumfahrzeug	2
Farbe	2
the ratio of the average mass of atoms of an element (from a single given sample or source) to 1⁄12 of the mass of an atom of carbon-12	2
prime minister	2
Leichtathletik	2
会社	2
begraafplaats	2
http://dbpedia.org/ontology/GrossDomesticProductPerCapita	2
film	2
http://dbpedia.org/ontology/Library	2
mainistir	2
photographer	2
種_(分類学)	2
ιδεολογία	2
ontbindingsdatum	2
만화애니 등장인물	2
mean radius (km)	2
chancellor	2
http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase	2
εκροή (m³/s)	2
presenter	2
Maler	2
minimum discharge (m³/s)	2
Folge	2
http://dbpedia.org/datatype/cubicKilometre	2
broadcast network	2
animal	2
ποτάμι	2
commune	2
Bürgermeister	2
Ingenieur	2
http://dbpedia.org/ontology/LiechtensteinSettlement	2
Siege	2
rocket	2
Gegner	2
producent	2
Waffe	2
luasghéarú (s)	2
komiek	2
monarch	2
radiozender	2
http://www.wikidata.org/entity/P69	2
http://schema.org/MusicGroup	2
Arterie	2
Vorsitzender	2
http://www.wikidata.org/entity/P175	2
televisie seizoen	2
http://dbpedia.org/ontology/WrestlingEvent	2
klasse	2
letzter Flug	2
person	2
http://dbpedia.org/ontology/MotorsportRacer	2
Μύλος	2
http://www.wikidata.org/entity/P176	2
person function	2
Fotograf	2
discharge average (m³/s)	2
statistisch	2
postcode	2
work	2
wapen	2
Denkmal	2
Militäreinheit	2
famille	2
subprefecture	2
lieu	2
music composer	2
http://dbpedia.org/ontology/Nerve	2
Beschleunigung (s)	2
Höhe (μ)	2
Arbeitgeber	2
Sport	2
Komponist	2
εκδότης	2
lieutenant	2
雇用者	2
Senator	2
κανάλι	2
hoofdstad	2
mayor	2
http://dbpedia.org/ontology/followedBy	2
kabupaten	2
Universität	2
engine	2
http://dbpedia.org/ontology/RaceHorse	2
original maximum boat length (μ)	2
Sterbeort	2
Gebäude	2
http://dbpedia.org/datatype/kilometrePerSecond	2
Friedhof	2
χρονική περίοδος	2
acceleració (s)	2
long distance piste number	2
engineer	2
bergketen	2
colour	2
profession	2
language	2
atleet	2
Fluss	2
δορυφόρος	2
ideology	2
writer	2
altitude	2
settlement	2
Dutch PPN code	2
http://dbpedia.org/ontology/Swarm	2
Crew	2
éan	2
Präsident	2
province	2
filling station	2
μέγεθος ενός ηλεκτρονικού αρχείου	2
http://dbpedia.org/ontology/MultiVolumePublication	2
όγκος (km3)	2
sales	2
diameter (mm)	2
record label	2
大学	2
species	2
floor area (m2)	2
Radrennen	2
ader	2
Zahl der Studenten	2
boxing style	2
stadswijk	2
http://dbpedia.org/ontology/Area	2
http://dbpedia.org/ontology/Song	2
literair genre	2
architect	2
movie	2
Land	2
http://dbpedia.org/ontology/Globularswarm	2
κυβερνήτης	2
博物館	2
khl draft year	2
novel	2
borough	2
uitgever	2
διαστημόπλοιο	2
surface area (km2)	2
radio station	2
molen code NL	2
υψόμετρο	2
volume (km3)	2
diga	2
Leutnant	2
γλώσσα	2
hoogte	2
programming language	2
vice president	2
μηχανικός	2
年	2
Kanton	2
archipel	2
maire	2
Organisation	2
prefecture	2
painter	2
drama	2
diameter (mm)	2
http://www.wikidata.org/entity/P6	2
death place	2
http://dbpedia.org/ontology/ChessPlayer	2
http://www.wikidata.org/entity/Q1777138	2
Zeitung	2
http://dbpedia.org/ontology/Artery	2
Type is te algemeen. We moeten soorten muziek van soorten gebouwen kunnen onderscheiden	2
http://dbpedia.org/ontology/Type	2
Augenfarbe	2
top speed (kmh)	2
http://dbpedia.org/ontology/UnitOfWork	2
state	2
weg	2
film	2
Sprache	2
label discographique	2
Skigebiet	2
http://dbpedia.org/ontology/College	2
chaîne de télévision généraliste	2
Währung	2
uaslathaí	2
όργανο	2
type of municipality	2
http://dbpedia.org/ontology/olympicOathSwornBy	2
ジャンル	2
http://www.wikidata.org/entity/P571	2
A member of an athletic team.	2
project	2
Athlet	2
airgeadra	2
Fernsehsendung	2
race	2
καλλιτέχνης	2
Premierminister	2
http://www.wikidata.org/entity/Q3455524	2
http://dbpedia.org/ontology/championInSingle	2
ήπειρος	2
Diözese	2
Projekt	2
Geschlecht	2
river	2
Stadion	2
Saison	2
