s	count
http://dbpedia.org/ontology/Economist	16
http://dbpedia.org/ontology/Tunnel	16
http://dbpedia.org/ontology/Holiday	16
http://dbpedia.org/ontology/Bone	16
http://dbpedia.org/ontology/Factory	16
http://dbpedia.org/ontology/Mountain	16
http://dbpedia.org/ontology/Constellation	16
http://dbpedia.org/ontology/language	16
http://dbpedia.org/ontology/genre	16
http://dbpedia.org/ontology/BroadcastNetwork	16
http://dbpedia.org/ontology/Continent	16
http://dbpedia.org/ontology/Country	16
http://dbpedia.org/ontology/Mammal	16
http://dbpedia.org/ontology/Station	16
http://dbpedia.org/ontology/Language	16
http://dbpedia.org/ontology/GovernmentAgency	15
http://dbpedia.org/ontology/BaseballPlayer	15
http://dbpedia.org/ontology/Employer	15
http://dbpedia.org/ontology/Magazine	15
http://dbpedia.org/ontology/BowlingLeague	15
http://dbpedia.org/ontology/owner	15
http://dbpedia.org/ontology/Criminal	15
http://dbpedia.org/ontology/BoxingLeague	15
http://dbpedia.org/ontology/Road	15
http://dbpedia.org/ontology/BasketballPlayer	15
http://dbpedia.org/ontology/Windmill	15
http://dbpedia.org/ontology/elementPeriod	15
http://dbpedia.org/ontology/River	15
http://dbpedia.org/ontology/Decoration	15
http://dbpedia.org/ontology/Cemetery	15
http://dbpedia.org/ontology/Biomolecule	15
http://dbpedia.org/ontology/AustralianFootballLeague	15
http://dbpedia.org/ontology/Astronaut	15
http://dbpedia.org/ontology/Chancellor	15
http://dbpedia.org/ontology/currency	15
http://dbpedia.org/ontology/Ship	15
http://dbpedia.org/ontology/kingdom	15
http://dbpedia.org/ontology/Year	15
http://dbpedia.org/ontology/Cheese	15
http://dbpedia.org/ontology/Writer	15
http://dbpedia.org/ontology/VideoGame	15
http://dbpedia.org/ontology/PoliticalParty	15
http://dbpedia.org/ontology/Novel	15
http://dbpedia.org/ontology/AnatomicalStructure	15
http://dbpedia.org/ontology/Ideology	15
http://dbpedia.org/ontology/areaCode	15
http://dbpedia.org/ontology/map	15
http://dbpedia.org/ontology/BodyOfWater	15
http://dbpedia.org/ontology/Letter	15
http://dbpedia.org/ontology/Lake	15
http://dbpedia.org/ontology/spouse	15
http://dbpedia.org/ontology/Island	15
http://dbpedia.org/ontology/elevation	15
http://dbpedia.org/ontology/Sport	15
http://dbpedia.org/ontology/Award	15
http://dbpedia.org/ontology/Synagogue	15
http://dbpedia.org/ontology/Asteroid	15
http://dbpedia.org/ontology/Volcano	14
http://dbpedia.org/ontology/originalLanguage	14
http://dbpedia.org/ontology/AnimangaCharacter	14
http://dbpedia.org/ontology/Altitude	14
http://dbpedia.org/ontology/Archive	14
http://dbpedia.org/ontology/elementBlock	14
http://dbpedia.org/ontology/Museum	14
http://dbpedia.org/ontology/residence	14
http://dbpedia.org/ontology/BullFighter	14
http://dbpedia.org/ontology/Cave	14
http://dbpedia.org/ontology/Game	14
http://dbpedia.org/ontology/Election	14
http://dbpedia.org/ontology/TelevisionEpisode	14
http://dbpedia.org/ontology/Castle	14
http://dbpedia.org/ontology/College	14
http://dbpedia.org/ontology/champion	14
http://dbpedia.org/ontology/AutoRacingLeague	14
http://dbpedia.org/ontology/Artery	14
http://dbpedia.org/ontology/Stream	14
http://dbpedia.org/ontology/school	14
http://dbpedia.org/ontology/Software	14
http://dbpedia.org/ontology/deathPlace	14
http://dbpedia.org/ontology/Engineer	14
http://dbpedia.org/ontology/nationality	14
http://dbpedia.org/ontology/Protein	14
http://dbpedia.org/ontology/Mineral	14
http://dbpedia.org/ontology/FilmFestival	14
http://dbpedia.org/ontology/Hospital	14
http://dbpedia.org/ontology/Desert	14
http://dbpedia.org/ontology/Project	14
http://dbpedia.org/ontology/Park	14
http://dbpedia.org/ontology/Arachnid	14
http://dbpedia.org/ontology/Amphibian	14
http://dbpedia.org/ontology/Bank	14
http://dbpedia.org/ontology/Comic	14
http://dbpedia.org/ontology/Play	14
http://dbpedia.org/ontology/Valley	14
http://dbpedia.org/ontology/ShoppingMall	14
http://dbpedia.org/ontology/Family	14
http://dbpedia.org/ontology/Politician	14
http://dbpedia.org/ontology/BasketballLeague	14
http://dbpedia.org/ontology/Galaxy	14
http://dbpedia.org/ontology/Beer	14
http://dbpedia.org/ontology/Glacier	14
http://dbpedia.org/ontology/family	14
http://dbpedia.org/ontology/deathDate	14
http://dbpedia.org/ontology/Artwork	14
http://dbpedia.org/ontology/Town	14
http://dbpedia.org/ontology/location	14
http://dbpedia.org/ontology/BoardGame	14
http://dbpedia.org/ontology/timeZone	14
http://dbpedia.org/ontology/AmericanFootballPlayer	14
http://dbpedia.org/ontology/Ocean	14
http://dbpedia.org/ontology/address	14
http://dbpedia.org/ontology/Hotel	14
http://dbpedia.org/ontology/ChemicalSubstance	14
http://dbpedia.org/ontology/RadioStation	14
http://dbpedia.org/ontology/Conifer	14
http://dbpedia.org/ontology/Work	14
http://dbpedia.org/ontology/anthem	14
http://dbpedia.org/ontology/Brain	14
http://dbpedia.org/ontology/genus	14
http://dbpedia.org/ontology/Camera	14
http://dbpedia.org/ontology/Dam	14
http://dbpedia.org/ontology/award	14
http://dbpedia.org/ontology/ChemicalCompound	14
http://dbpedia.org/ontology/Sculpture	14
http://dbpedia.org/ontology/Bird	13
http://dbpedia.org/ontology/SportsLeague	13
http://dbpedia.org/ontology/Painting	13
http://dbpedia.org/ontology/yearOfConstruction	13
http://dbpedia.org/ontology/Website	13
http://dbpedia.org/ontology/Architect	13
http://dbpedia.org/ontology/producer	13
http://dbpedia.org/ontology/Murderer	13
http://dbpedia.org/ontology/colour	13
http://dbpedia.org/ontology/Cartoon	13
http://dbpedia.org/ontology/Newspaper	13
http://dbpedia.org/ontology/Tower	13
http://dbpedia.org/ontology/zipCode	13
http://dbpedia.org/ontology/Racecourse	13
http://dbpedia.org/ontology/Pope	13
http://dbpedia.org/ontology/Database	13
http://dbpedia.org/ontology/abbreviation	13
http://dbpedia.org/ontology/WaterTower	13
http://dbpedia.org/ontology/illustrator	13
http://dbpedia.org/ontology/Bacteria	13
http://dbpedia.org/ontology/TableTennisPlayer	13
http://dbpedia.org/ontology/Judge	13
http://dbpedia.org/ontology/district	13
http://dbpedia.org/ontology/WorldHeritageSite	13
http://dbpedia.org/ontology/height	13
http://dbpedia.org/ontology/Song	13
http://dbpedia.org/ontology/Cyclist	13
http://dbpedia.org/ontology/university	13
http://dbpedia.org/ontology/Flag	13
http://dbpedia.org/ontology/Currency	13
http://dbpedia.org/ontology/Name	13
http://dbpedia.org/ontology/ReligiousBuilding	13
http://dbpedia.org/ontology/CelestialBody	13
http://dbpedia.org/ontology/CricketLeague	13
http://dbpedia.org/ontology/child	13
http://dbpedia.org/ontology/Restaurant	13
http://dbpedia.org/ontology/Cardinal	13
http://dbpedia.org/ontology/Boxer	13
http://dbpedia.org/ontology/Publisher	13
http://dbpedia.org/ontology/Gate	13
http://dbpedia.org/ontology/President	13
http://dbpedia.org/ontology/AmateurBoxer	13
http://dbpedia.org/ontology/LawFirm	13
http://dbpedia.org/ontology/Single	13
http://dbpedia.org/ontology/BaseballTeam	13
http://dbpedia.org/ontology/BadmintonPlayer	13
http://dbpedia.org/ontology/Archeologist	13
http://dbpedia.org/ontology/Grape	13
http://dbpedia.org/ontology/FigureSkater	13
http://dbpedia.org/ontology/MusicGenre	13
http://dbpedia.org/ontology/Document	13
http://dbpedia.org/ontology/ChessPlayer	13
http://dbpedia.org/ontology/startDate	13
http://dbpedia.org/ontology/Dog	13
http://dbpedia.org/ontology/weight	13
http://dbpedia.org/ontology/Celebrity	13
http://dbpedia.org/ontology/Beach	13
http://dbpedia.org/ontology/Tax	13
http://dbpedia.org/ontology/composer	13
http://dbpedia.org/ontology/continent	13
http://dbpedia.org/ontology/TelevisionShow	13
http://dbpedia.org/ontology/Scientist	13
http://dbpedia.org/ontology/Marriage	13
http://dbpedia.org/ontology/Fish	13
http://dbpedia.org/ontology/picture	13
http://dbpedia.org/ontology/Train	13
http://dbpedia.org/ontology/Manhua	13
http://dbpedia.org/ontology/AcademicConference	13
http://dbpedia.org/ontology/BeautyQueen	13
http://dbpedia.org/ontology/AutomobileEngine	13
http://dbpedia.org/ontology/endDate	13
http://dbpedia.org/ontology/BiologicalDatabase	13
http://dbpedia.org/ontology/acceleration	13
http://dbpedia.org/ontology/CanadianFootballLeague	13
http://dbpedia.org/ontology/absoluteMagnitude	13
http://dbpedia.org/ontology/Weapon	13
http://dbpedia.org/ontology/Disease	13
http://dbpedia.org/ontology/Eukaryote	13
http://dbpedia.org/ontology/BasketballTeam	13
http://dbpedia.org/ontology/Wine	13
http://dbpedia.org/ontology/Referee	13
http://dbpedia.org/ontology/Company	13
http://dbpedia.org/ontology/Fern	13
http://dbpedia.org/ontology/foundedBy	13
http://dbpedia.org/ontology/headquarter	13
http://dbpedia.org/ontology/basedOn	13
http://dbpedia.org/ontology/Garden	13
http://dbpedia.org/ontology/Mill	13
http://dbpedia.org/ontology/TennisPlayer	13
http://dbpedia.org/ontology/county	13
http://dbpedia.org/ontology/Colour	13
http://dbpedia.org/ontology/altitude	13
http://dbpedia.org/ontology/Manhwa	13
http://dbpedia.org/ontology/Opera	13
http://dbpedia.org/ontology/SoccerPlayer	13
http://dbpedia.org/ontology/city	13
http://dbpedia.org/ontology/ResearchProject	13
http://dbpedia.org/ontology/alias	13
http://dbpedia.org/ontology/NobelPrize	13
http://dbpedia.org/ontology/Manga	13
http://dbpedia.org/ontology/District	13
http://dbpedia.org/ontology/Monarch	13
http://dbpedia.org/ontology/SoccerClub	13
http://dbpedia.org/ontology/Arena	13
http://dbpedia.org/ontology/Linguist	13
http://dbpedia.org/ontology/Watermill	13
http://dbpedia.org/ontology/Singer	13
http://dbpedia.org/ontology/Municipality	13
http://dbpedia.org/ontology/Journalist	13
http://dbpedia.org/ontology/Stadium	12
http://dbpedia.org/ontology/MountainRange	12
http://dbpedia.org/ontology/Saint	12
http://dbpedia.org/ontology/championInMixedDouble	12
http://dbpedia.org/ontology/Plant	12
http://dbpedia.org/ontology/eyeColor	12
http://dbpedia.org/ontology/relative	12
http://dbpedia.org/ontology/ClericalOrder	12
http://dbpedia.org/ontology/MusicFestival	12
http://dbpedia.org/ontology/populationTotal	12
http://dbpedia.org/ontology/imageSize	12
http://dbpedia.org/ontology/SpaceMission	12
http://dbpedia.org/ontology/Meeting	12
http://dbpedia.org/ontology/Enzyme	12
http://dbpedia.org/ontology/SpaceStation	12
http://dbpedia.org/ontology/year	12
http://dbpedia.org/ontology/aSide	12
http://dbpedia.org/ontology/broadcastNetwork	12
http://dbpedia.org/ontology/animal	12
http://dbpedia.org/ontology/Polyhedron	12
http://dbpedia.org/ontology/club	12
http://dbpedia.org/ontology/Crater	12
http://dbpedia.org/ontology/Fashion	12
http://dbpedia.org/ontology/Spacecraft	12
http://dbpedia.org/ontology/area	12
http://dbpedia.org/ontology/TelevisionHost	12
http://dbpedia.org/ontology/CurlingLeague	12
http://dbpedia.org/ontology/Device	12
http://dbpedia.org/ontology/Gene	12
http://dbpedia.org/ontology/Olympics	12
http://dbpedia.org/ontology/birthName	12
http://dbpedia.org/ontology/Monument	12
http://dbpedia.org/ontology/ArtificialSatellite	12
http://dbpedia.org/ontology/MilitaryUnit	12
http://dbpedia.org/ontology/Diocese	12
http://dbpedia.org/ontology/Street	12
http://dbpedia.org/ontology/AcademicSubject	12
http://dbpedia.org/ontology/Model	12
http://dbpedia.org/ontology/classis	12
http://dbpedia.org/ontology/flag	12
http://dbpedia.org/ontology/routeStart	12
http://dbpedia.org/ontology/worldChampionTitleYear	12
http://dbpedia.org/ontology/Prison	12
http://dbpedia.org/ontology/Sea	12
http://dbpedia.org/ontology/SoccerManager	12
http://dbpedia.org/ontology/Legislature	12
http://dbpedia.org/ontology/Locomotive	12
http://dbpedia.org/ontology/Brewery	12
http://dbpedia.org/ontology/Instrumentalist	12
http://dbpedia.org/ontology/Rocket	12
http://dbpedia.org/ontology/birthYear	12
http://dbpedia.org/ontology/Type	12
http://dbpedia.org/ontology/team	12
http://dbpedia.org/ontology/religion	12
http://dbpedia.org/ontology/Province	12
http://dbpedia.org/ontology/SolarEclipse	12
http://dbpedia.org/ontology/Drama	12
http://dbpedia.org/ontology/agencyStationCode	12
http://dbpedia.org/ontology/Skyscraper	12
http://dbpedia.org/ontology/RailwayLine	12
http://dbpedia.org/ontology/Archipelago	12
http://dbpedia.org/ontology/RadioProgram	12
http://dbpedia.org/ontology/ProgrammingLanguage	12
http://dbpedia.org/ontology/Drug	12
http://dbpedia.org/ontology/Surname	12
http://dbpedia.org/ontology/NaturalPlace	12
http://dbpedia.org/ontology/Unknown	12
http://dbpedia.org/ontology/File	12
http://dbpedia.org/ontology/RailwayStation	12
http://dbpedia.org/ontology/Comedian	12
http://dbpedia.org/ontology/ChristianBishop	12
http://dbpedia.org/ontology/Case	12
http://dbpedia.org/ontology/order	12
http://dbpedia.org/ontology/Cycad	12
http://dbpedia.org/ontology/knownFor	12
http://dbpedia.org/ontology/bandMember	12
http://dbpedia.org/ontology/Winery	12
http://dbpedia.org/ontology/BritishRoyalty	12
http://dbpedia.org/ontology/Community	12
http://dbpedia.org/ontology/publisher	12
http://dbpedia.org/ontology/Theatre	12
http://dbpedia.org/ontology/GivenName	12
http://dbpedia.org/ontology/Organ	12
http://dbpedia.org/ontology/Dancer	12
http://dbpedia.org/ontology/editor	12
http://dbpedia.org/ontology/chromosome	12
http://dbpedia.org/ontology/EthnicGroup	12
http://dbpedia.org/ontology/MountainPass	12
http://dbpedia.org/ontology/Guitarist	12
http://dbpedia.org/ontology/Parliament	12
http://dbpedia.org/ontology/Sales	12
http://dbpedia.org/ontology/championInDouble	12
http://dbpedia.org/ontology/Priest	12
http://dbpedia.org/ontology/MusicalArtist	12
http://dbpedia.org/ontology/Parish	12
http://dbpedia.org/ontology/ArtistDiscography	12
http://dbpedia.org/ontology/Vein	12
http://dbpedia.org/ontology/Skier	12
http://dbpedia.org/ontology/writer	12
http://dbpedia.org/ontology/championInSingle	12
http://dbpedia.org/ontology/Star	12
http://dbpedia.org/ontology/ideology	12
http://dbpedia.org/ontology/architecturalStyle	12
http://dbpedia.org/ontology/issn	12
http://dbpedia.org/ontology/president	12
http://dbpedia.org/ontology/Boxing	12
http://dbpedia.org/ontology/academyAward	12
http://dbpedia.org/ontology/ethnicity	12
http://dbpedia.org/ontology/AmericanFootballTeam	12
http://dbpedia.org/ontology/Presenter	12
http://dbpedia.org/ontology/Athlete	12
http://dbpedia.org/ontology/PeriodicalLiterature	12
http://dbpedia.org/ontology/bronzeMedalist	12
http://dbpedia.org/ontology/Poem	12
http://dbpedia.org/ontology/starring	12
http://dbpedia.org/ontology/ProtectedArea	12
http://dbpedia.org/ontology/ScreenWriter	12
http://dbpedia.org/ontology/abstentions	12
http://dbpedia.org/ontology/translator	12
http://dbpedia.org/ontology/PowerStation	12
http://dbpedia.org/ontology/discovered	12
http://dbpedia.org/ontology/Deity	12
http://dbpedia.org/ontology/Insect	12
http://dbpedia.org/ontology/almaMater	12
http://dbpedia.org/ontology/format	12
http://dbpedia.org/ontology/Royalty	12
http://dbpedia.org/ontology/FloweringPlant	11
http://dbpedia.org/ontology/Satellite	11
http://dbpedia.org/ontology/Wrestler	11
http://dbpedia.org/ontology/HistoricBuilding	11
http://dbpedia.org/ontology/region	11
http://dbpedia.org/ontology/PublicTransitSystem	11
http://dbpedia.org/ontology/Poet	11
http://dbpedia.org/ontology/MeanOfTransportation/height	11
http://dbpedia.org/ontology/musicComposer	11
http://dbpedia.org/ontology/Settlement	11
http://dbpedia.org/ontology/alpsMainPart	11
http://dbpedia.org/ontology/Sound	11
http://dbpedia.org/ontology/Locality	11
http://dbpedia.org/ontology/Pyramid	11
http://dbpedia.org/ontology/isbn	11
http://dbpedia.org/ontology/ChemicalElement	11
http://dbpedia.org/ontology/RugbyLeague	11
http://dbpedia.org/ontology/Gymnast	11
http://dbpedia.org/ontology/RaceTrack	11
http://dbpedia.org/ontology/TennisTournament	11
http://dbpedia.org/ontology/Entomologist	11
http://dbpedia.org/ontology/maximumDepth	11
http://dbpedia.org/ontology/GolfLeague	11
http://dbpedia.org/ontology/currentWorldChampion	11
http://dbpedia.org/ontology/doctoralStudent	11
http://dbpedia.org/ontology/Ginkgo	11
http://dbpedia.org/ontology/alpsSupergroup	11
http://dbpedia.org/ontology/placeOfWorship	11
http://dbpedia.org/ontology/Weapon/weight	11
http://dbpedia.org/ontology/attorneyGeneral	11
http://dbpedia.org/ontology/Mollusca	11
http://dbpedia.org/ontology/firstPublicationYear	11
http://dbpedia.org/ontology/runtime	11
http://dbpedia.org/ontology/Death	11
http://dbpedia.org/ontology/bSide	11
http://dbpedia.org/ontology/Motorcycle	11
http://dbpedia.org/ontology/alpsMajorSector	11
http://dbpedia.org/ontology/averageDepth	11
http://dbpedia.org/ontology/boilingPoint	11
http://dbpedia.org/ontology/alpsSection	11
http://dbpedia.org/ontology/MovingWalkway/weight	11
http://dbpedia.org/ontology/numberOfEmployees	11
http://dbpedia.org/ontology/GolfCourse	11
http://dbpedia.org/ontology/years	11
http://dbpedia.org/ontology/title	11
http://dbpedia.org/ontology/width	11
http://dbpedia.org/ontology/leaderName	11
http://dbpedia.org/ontology/Person/weight	11
http://dbpedia.org/ontology/type	11
http://dbpedia.org/ontology/sibling	11
http://dbpedia.org/ontology/Photographer	11
http://dbpedia.org/ontology/Historian	11
http://dbpedia.org/ontology/Atoll	11
http://dbpedia.org/ontology/MilitaryPerson	11
http://dbpedia.org/ontology/ChristianPatriarch	11
http://dbpedia.org/ontology/championInSingleMale	11
http://dbpedia.org/ontology/ChristianDoctrine	11
http://dbpedia.org/ontology/Annotation	11
http://dbpedia.org/ontology/Philosopher	11
http://dbpedia.org/ontology/nextEvent	11
http://dbpedia.org/ontology/ConveyorSystem/weight	11
http://dbpedia.org/ontology/LunarCrater	11
http://dbpedia.org/ontology/apparentMagnitude	11
http://dbpedia.org/ontology/Muscle	11
http://dbpedia.org/ontology/HistoricalPeriod	11
http://dbpedia.org/ontology/ConveyorSystem/height	11
http://dbpedia.org/ontology/On-SiteTransportation/weight	11
http://dbpedia.org/ontology/PopulatedPlace/area	11
http://dbpedia.org/ontology/approximateCalories	11
http://dbpedia.org/ontology/Egyptologist	11
http://dbpedia.org/ontology/Escalator/height	11
http://dbpedia.org/ontology/film	11
http://dbpedia.org/ontology/ComicsCharacter	11
http://dbpedia.org/ontology/Media	11
http://dbpedia.org/ontology/TimePeriod	11
http://dbpedia.org/ontology/tenant	11
http://dbpedia.org/ontology/CyclingLeague	11
http://dbpedia.org/ontology/administrativeCollectivity	11
http://dbpedia.org/ontology/championInDoubleFemale	11
http://dbpedia.org/ontology/education	11
http://dbpedia.org/ontology/Person/height	11
http://dbpedia.org/ontology/origin	11
http://dbpedia.org/ontology/colourName	11
http://dbpedia.org/ontology/trainer	11
http://dbpedia.org/ontology/BeachVolleyballPlayer	11
http://dbpedia.org/ontology/Athletics	11
http://dbpedia.org/ontology/buildingType	11
http://dbpedia.org/ontology/deathYear	11
http://dbpedia.org/ontology/GrandPrix	11
http://dbpedia.org/ontology/MovingWalkway/height	11
http://dbpedia.org/ontology/province	11
http://dbpedia.org/ontology/fileSize	11
http://dbpedia.org/ontology/ControlledDesignationOfOriginWine	11
http://dbpedia.org/ontology/creator	11
http://dbpedia.org/ontology/instrument	11
http://dbpedia.org/ontology/Crustacean	11
http://dbpedia.org/ontology/department	11
http://dbpedia.org/ontology/Cricketer	11
http://dbpedia.org/ontology/density	11
http://dbpedia.org/ontology/Capital	11
http://dbpedia.org/ontology/Rower	11
http://dbpedia.org/ontology/locationCity	11
http://dbpedia.org/ontology/silverMedalist	11
http://dbpedia.org/ontology/college	11
http://dbpedia.org/ontology/SpaceShuttle	11
http://dbpedia.org/ontology/AustralianRulesFootballPlayer	11
http://dbpedia.org/ontology/youthClub	11
http://dbpedia.org/ontology/TennisLeague	11
http://dbpedia.org/ontology/parent	11
http://dbpedia.org/ontology/Department	11
http://dbpedia.org/ontology/party	11
http://dbpedia.org/ontology/TeamMember	11
http://dbpedia.org/ontology/PopulatedPlace	11
http://dbpedia.org/ontology/occupation	11
http://dbpedia.org/ontology/diocese	11
http://dbpedia.org/ontology/addressInRoad	11
http://dbpedia.org/ontology/postalCode	11
http://dbpedia.org/ontology/phylum	11
http://dbpedia.org/ontology/constellation	11
http://dbpedia.org/ontology/Shrine	11
http://dbpedia.org/ontology/Farmer	11
http://dbpedia.org/ontology/recordLabel	11
http://dbpedia.org/ontology/Skater	11
http://dbpedia.org/ontology/Species	11
http://dbpedia.org/ontology/Escalator/weight	11
http://dbpedia.org/ontology/Lieutenant	11
http://dbpedia.org/ontology/Moss	11
http://dbpedia.org/ontology/HandballPlayer	11
http://dbpedia.org/ontology/On-SiteTransportation/height	11
http://dbpedia.org/ontology/foundingDate	11
http://dbpedia.org/ontology/quotation	11
http://dbpedia.org/ontology/DigitalCamera	11
http://dbpedia.org/ontology/Profession	11
http://dbpedia.org/ontology/Engine/weight	11
http://dbpedia.org/ontology/Taxon	11
http://dbpedia.org/ontology/HandballTeam	11
http://dbpedia.org/ontology/Tournament	11
http://dbpedia.org/ontology/license	11
http://dbpedia.org/ontology/SiteOfSpecialScientificInterest	11
http://dbpedia.org/ontology/Professor	11
http://dbpedia.org/ontology/FootballMatch	11
http://dbpedia.org/ontology/chef	11
http://dbpedia.org/ontology/Temple	11
http://dbpedia.org/ontology/vehicle	11
http://dbpedia.org/ontology/lyrics	11
http://dbpedia.org/ontology/Nerve	11
http://dbpedia.org/ontology/areaTotal	11
http://dbpedia.org/ontology/Port	11
http://dbpedia.org/ontology/playerInTeam	11
http://dbpedia.org/ontology/Governor	11
http://dbpedia.org/ontology/saint	11
http://dbpedia.org/ontology/bird	11
http://dbpedia.org/ontology/Embryology	11
http://dbpedia.org/ontology/SoccerLeague	11
http://dbpedia.org/ontology/championInDoubleMale	11
http://dbpedia.org/ontology/EducationalInstitution	11
http://dbpedia.org/ontology/MobilePhone	11
http://dbpedia.org/ontology/employer	11
http://dbpedia.org/ontology/bloodType	11
http://dbpedia.org/ontology/Birth	11
http://dbpedia.org/ontology/formerBroadcastNetwork	11
http://dbpedia.org/ontology/Divorce	11
http://dbpedia.org/ontology/Demographics	11
http://dbpedia.org/ontology/MeanOfTransportation/weight	11
http://dbpedia.org/ontology/Weapon/height	11
http://dbpedia.org/ontology/depth	11
http://dbpedia.org/ontology/Lighthouse	11
http://dbpedia.org/ontology/sportDiscipline	11
http://dbpedia.org/ontology/solicitorGeneral	11
http://dbpedia.org/ontology/SoccerTournament	11
http://dbpedia.org/ontology/Senator	11
http://dbpedia.org/ontology/security	11
http://dbpedia.org/ontology/movement	11
http://dbpedia.org/ontology/alpsGroup	11
http://dbpedia.org/ontology/discoverer	11
http://dbpedia.org/ontology/Archaea	11
http://dbpedia.org/ontology/availableSmartCard	11
http://dbpedia.org/ontology/distanceToCapital	11
http://dbpedia.org/ontology/numberOfMembers	11
http://dbpedia.org/ontology/TradeUnion	11
http://dbpedia.org/ontology/cinematography	11
http://dbpedia.org/ontology/SkiResort	11
http://dbpedia.org/ontology/CanadianFootballPlayer	11
http://dbpedia.org/ontology/Zoo	11
http://dbpedia.org/ontology/championInSingleFemale	11
http://dbpedia.org/ontology/Area	11
http://dbpedia.org/ontology/Coach	11
http://dbpedia.org/ontology/Engine/height	11
http://dbpedia.org/ontology/goldMedalist	11
http://dbpedia.org/ontology/Musical	11
http://dbpedia.org/ontology/LegalCase	11
http://dbpedia.org/ontology/developer	11
http://dbpedia.org/ontology/administrativeHeadCity	11
http://dbpedia.org/ontology/Fungus	11
http://dbpedia.org/ontology/firstPublicationDate	11
http://dbpedia.org/ontology/SkiArea	11
http://dbpedia.org/ontology/Lawyer	11
http://dbpedia.org/ontology/SoftballLeague	11
http://dbpedia.org/ontology/Population	11
http://dbpedia.org/ontology/Region	11
http://dbpedia.org/ontology/alpsSubsection	11
http://dbpedia.org/ontology/constructionMaterial	11
http://dbpedia.org/ontology/WrittenWork	11
http://dbpedia.org/ontology/Cleric	11
http://dbpedia.org/ontology/FictionalCharacter	11
http://dbpedia.org/ontology/mentor	11
http://dbpedia.org/ontology/alpsSubgroup	11
http://dbpedia.org/ontology/Surfer	10
http://dbpedia.org/ontology/Prefecture	10
http://dbpedia.org/ontology/cpu	10
http://dbpedia.org/ontology/aircraftUser	10
http://dbpedia.org/ontology/SongWriter	10
http://dbpedia.org/ontology/ClassicalMusicComposition	10
http://dbpedia.org/ontology/relation	10
http://dbpedia.org/ontology/contractor	10
http://dbpedia.org/ontology/competition	10
http://dbpedia.org/ontology/choreographer	10
http://dbpedia.org/ontology/rocket	10
http://dbpedia.org/ontology/MeanOfTransportation	10
http://dbpedia.org/ontology/SportsEvent	10
http://dbpedia.org/ontology/alumni	10
http://dbpedia.org/ontology/ComicsCreator	10
http://dbpedia.org/ontology/spacecraft	10
http://dbpedia.org/ontology/chain	10
http://dbpedia.org/ontology/CyclingCompetition	10
http://dbpedia.org/ontology/eyes	10
http://dbpedia.org/ontology/highestPoint	10
http://dbpedia.org/ontology/aircraftHelicopterMultirole	10
http://dbpedia.org/ontology/notes	10
http://dbpedia.org/ontology/arrondissement	10
http://dbpedia.org/ontology/LaunchPad	10
