o	count
http://yago-knowledge.org/resource/Defense_Distinguished_Service_Medal	67
http://yago-knowledge.org/resource/Croix_de_guerre_1914–1918_(France)	66
http://yago-knowledge.org/resource/Distinguished_Service_Medal_(US_Navy)	66
http://yago-knowledge.org/resource/Stanford_University	66
http://yago-knowledge.org/resource/Saint_Petersburg	66
http://yago-knowledge.org/resource/Distinguished_Service_Order	66
http://yago-knowledge.org/resource/Croix_de_guerre_(Belgium)	65
http://yago-knowledge.org/resource/Padma_Bhushan	65
http://yago-knowledge.org/resource/wordnet_percussion_100545059	65
http://yago-knowledge.org/resource/Meritorious_Service_Medal_(United_States)	64
http://yago-knowledge.org/resource/Democratic_Party_(United_States)	64
http://yago-knowledge.org/resource/Ivor_Novello_Awards	64
http://yago-knowledge.org/resource/Yale_University	63
http://yago-knowledge.org/resource/Order_of_St._Anna	63
http://yago-knowledge.org/resource/Baltimore	61
http://yago-knowledge.org/resource/Daytime_Emmy_Award	59
http://yago-knowledge.org/resource/Order_of_the_Black_Eagle	59
http://yago-knowledge.org/resource/Nandi_Awards	59
http://yago-knowledge.org/resource/Order_of_the_October_Revolution	59
http://yago-knowledge.org/resource/France	59
http://yago-knowledge.org/resource/USSR_State_Prize	58
http://yago-knowledge.org/resource/University_of_Michigan	58
http://yago-knowledge.org/resource/Gallantry_Cross_(Vietnam)	58
http://yago-knowledge.org/resource/Order_of_the_Red_Banner	56
http://yago-knowledge.org/resource/San_Diego	56
http://yago-knowledge.org/resource/Nobel_Prize_in_Physics	55
http://yago-knowledge.org/resource/Young_Artist_Award	55
http://yago-knowledge.org/resource/Croix_de_guerre_1939–1945_(France)	54
http://yago-knowledge.org/resource/Pittsburgh	54
http://yago-knowledge.org/resource/St._Louis	53
http://yago-knowledge.org/resource/Hyderabad	53
http://yago-knowledge.org/resource/Munich	52
http://yago-knowledge.org/resource/Sydney	52
http://yago-knowledge.org/resource/Order_of_the_White_Eagle_(Poland)	52
http://yago-knowledge.org/resource/New_York_University	51
http://yago-knowledge.org/resource/Order_of_St._Andrew	51
http://yago-knowledge.org/resource/Pulitzer_Prize	50
http://yago-knowledge.org/resource/Air_Force_Distinguished_Service_Medal	49
http://yago-knowledge.org/resource/University_of_Oxford	49
http://yago-knowledge.org/resource/Brit_Awards	49
http://yago-knowledge.org/resource/Buenos_Aires	49
http://yago-knowledge.org/resource/Houston	49
http://yago-knowledge.org/resource/Order_of_Suvorov	49
http://yago-knowledge.org/resource/Lenin_Prize	49
http://yago-knowledge.org/resource/Melbourne	49
http://yago-knowledge.org/resource/Order_of_the_Red_Banner_of_Labour	48
http://yago-knowledge.org/resource/Royal_Medal	48
http://yago-knowledge.org/resource/Iron_Cross	47
http://yago-knowledge.org/resource/Madrid	47
http://yago-knowledge.org/resource/Order_of_St._Vladimir	47
http://yago-knowledge.org/resource/Wolf_Prize	46
http://yago-knowledge.org/resource/Russia	46
http://yago-knowledge.org/resource/Defense_Superior_Service_Medal	46
http://yago-knowledge.org/resource/Order_of_Leopold_(Belgium)	45
http://yago-knowledge.org/resource/University_of_Göttingen	45
http://yago-knowledge.org/resource/University_of_California,_Los_Angeles	45
http://yago-knowledge.org/resource/Medal_of_Honor	44
http://yago-knowledge.org/resource/Order_of_the_Red_Star	44
http://yago-knowledge.org/resource/Stockholm	44
http://yago-knowledge.org/resource/Cleveland	43
http://yago-knowledge.org/resource/World_Music_Awards	43
http://yago-knowledge.org/resource/Copley_Medal	43
http://yago-knowledge.org/resource/Academy_Awards	43
http://yago-knowledge.org/resource/European_Film_Awards	43
http://yago-knowledge.org/resource/Humboldt_University_of_Berlin	42
http://yago-knowledge.org/resource/Montreal	42
http://yago-knowledge.org/resource/Warsaw	42
http://yago-knowledge.org/resource/California_Institute_of_Technology	41
http://yago-knowledge.org/resource/Order_of_the_Rising_Sun	41
http://yago-knowledge.org/resource/Soviet_Union	41
http://yago-knowledge.org/resource/Cornell_University	40
http://yago-knowledge.org/resource/Minneapolis	40
http://yago-knowledge.org/resource/Combat_Infantryman_Badge	40
http://yago-knowledge.org/resource/wordnet_mandolin_103716966	39
http://yago-knowledge.org/resource/Liverpool	38
http://yago-knowledge.org/resource/Nobel_Prize_in_Chemistry	37
http://yago-knowledge.org/resource/Glasgow	37
http://yago-knowledge.org/resource/England	37
http://yago-knowledge.org/resource/Dallas	37
http://yago-knowledge.org/resource/wordnet_banjo_102787622	37
http://yago-knowledge.org/resource/Budapest	37
http://yago-knowledge.org/resource/Burbank,_California	36
http://yago-knowledge.org/resource/Virtuti_Militari	36
http://yago-knowledge.org/resource/Order_of_the_Red_Eagle	35
http://yago-knowledge.org/resource/Order_of_Kutuzov	35
http://yago-knowledge.org/resource/wordnet_sax_104141076	35
http://yago-knowledge.org/resource/Order_of_St._George	35
http://yago-knowledge.org/resource/Nobel_Prize_in_Physiology_or_Medicine	35
http://yago-knowledge.org/resource/Cambridge	35
http://yago-knowledge.org/resource/Critics'_Circle_Theatre_Award	34
http://yago-knowledge.org/resource/Peabody_Award	34
http://yago-knowledge.org/resource/Malibu,_California	34
http://yago-knowledge.org/resource/Grammy_Lifetime_Achievement_Award	34
http://yago-knowledge.org/resource/Vancouver	33
http://yago-knowledge.org/resource/Dublin	33
http://yago-knowledge.org/resource/Italy	33
http://yago-knowledge.org/resource/Military_Cross	33
http://yago-knowledge.org/resource/Moscow_State_University	32
http://yago-knowledge.org/resource/National_Defense_Service_Medal	32
http://yago-knowledge.org/resource/Palm_Springs,_California	32
http://yago-knowledge.org/resource/Canada	32
http://yago-knowledge.org/resource/Annie_Award	32
http://yago-knowledge.org/resource/University_of_Southern_California	32
http://yago-knowledge.org/resource/National_Book_Award	32
http://yago-knowledge.org/resource/GLAAD_Media_Award	31
http://yago-knowledge.org/resource/Seattle	31
http://yago-knowledge.org/resource/Cambridge,_Massachusetts	31
http://yago-knowledge.org/resource/Silver_Bear_for_Best_Actress	30
http://yago-knowledge.org/resource/Gemini_Awards	30
http://yago-knowledge.org/resource/Honolulu	30
http://yago-knowledge.org/resource/Pulitzer_Prize_for_Drama	30
http://yago-knowledge.org/resource/Order_of_Saint_Stanislaus	30
http://yago-knowledge.org/resource/Mentioned_in_dispatches	30
http://yago-knowledge.org/resource/Padma_Vibhushan	30
http://yago-knowledge.org/resource/Harry_Potter_(film_series)	29
http://yago-knowledge.org/resource/Kalaimamani	29
http://yago-knowledge.org/resource/Mexico_City	29
http://yago-knowledge.org/resource/wordnet_violin_104536866	29
http://yago-knowledge.org/resource/Navy_Cross	29
http://yago-knowledge.org/resource/University_College_London	29
http://yago-knowledge.org/resource/Neuilly-sur-Seine	29
http://yago-knowledge.org/resource/New_Orleans	29
http://yago-knowledge.org/resource/World_War_II_Victory_Medal_(United_States)	29
http://yago-knowledge.org/resource/Juno_Award	29
http://yago-knowledge.org/resource/Santa_Barbara,_California	28
http://yago-knowledge.org/resource/Sangeet_Natak_Akademi_Award	28
http://yago-knowledge.org/resource/Manchester	28
http://yago-knowledge.org/resource/Atlanta	28
http://yago-knowledge.org/resource/Oxford	28
http://yago-knowledge.org/resource/Eisner_Award	28
http://yago-knowledge.org/resource/University_of_Paris	28
http://yago-knowledge.org/resource/wordnet_bass_104986796	28
http://yago-knowledge.org/resource/Wolf_Prize_in_Mathematics	27
http://yago-knowledge.org/resource/Glendale,_California	27
http://yago-knowledge.org/resource/University_of_Pennsylvania	27
http://yago-knowledge.org/resource/Czechoslovak_War_Cross	27
http://yago-knowledge.org/resource/Independent_Spirit_Award_for_Best_Female_Lead	27
http://yago-knowledge.org/resource/Buffalo,_New_York	27
http://yago-knowledge.org/resource/University_of_Edinburgh	27
http://yago-knowledge.org/resource/The_Godfather_(film_series)	27
http://yago-knowledge.org/resource/Seoul	27
http://yago-knowledge.org/resource/Edinburgh	27
http://yago-knowledge.org/resource/Gold_Medal_of_the_Royal_Astronomical_Society	26
http://yago-knowledge.org/resource/Order_of_the_Crown_(Belgium)	26
http://yago-knowledge.org/resource/Pasadena,_California	26
http://yago-knowledge.org/resource/Delhi	26
http://yago-knowledge.org/resource/Elliott_Cresson_Medal	26
http://yago-knowledge.org/resource/Pour_le_Mérite	26
http://yago-knowledge.org/resource/Newark,_New_Jersey	26
http://yago-knowledge.org/resource/Distinguished_Flying_Cross_(United_Kingdom)	26
http://yago-knowledge.org/resource/Maharashtra	25
http://yago-knowledge.org/resource/Order_of_the_Sacred_Treasure	25
http://yago-knowledge.org/resource/Hong_Kong	25
http://yago-knowledge.org/resource/Order_of_the_White_Lion	25
http://yago-knowledge.org/resource/Milan	25
http://yago-knowledge.org/resource/Thiruvananthapuram	25
http://yago-knowledge.org/resource/House_Order_of_Hohenzollern	24
http://yago-knowledge.org/resource/New_Haven,_Connecticut	24
http://yago-knowledge.org/resource/National_Order_of_Vietnam	24
http://yago-knowledge.org/resource/University_of_Vienna	24
http://yago-knowledge.org/resource/Order_of_the_Patriotic_War	24
http://yago-knowledge.org/resource/Parachutist_Badge_(United_States)	24
http://yago-knowledge.org/resource/University_of_Texas_at_Austin	23
http://yago-knowledge.org/resource/Independent_Spirit_Award_for_Best_Male_Lead	23
http://yago-knowledge.org/resource/Bobby_(2006_film)	23
http://yago-knowledge.org/resource/Ziegfeld_Follies_(film)	23
http://yago-knowledge.org/resource/Knight's_Cross_of_the_Iron_Cross	23
http://yago-knowledge.org/resource/Bangalore	23
http://yago-knowledge.org/resource/Berkeley,_California	23
http://yago-knowledge.org/resource/Milwaukee	23
http://yago-knowledge.org/resource/Royal_Victorian_Order	23
http://yago-knowledge.org/resource/Netherlands	23
http://yago-knowledge.org/resource/wordnet_flute_103372029	23
http://yago-knowledge.org/resource/Northwestern_University	23
http://yago-knowledge.org/resource/Order_of_Merit	23
http://yago-knowledge.org/resource/Order_of_Ouissam_Alaouite	23
http://yago-knowledge.org/resource/University_of_Toronto	22
http://yago-knowledge.org/resource/Memphis,_Tennessee	22
http://yago-knowledge.org/resource/Trinity_College,_Cambridge	22
http://yago-knowledge.org/resource/Praemium_Imperiale	22
http://yago-knowledge.org/resource/Birmingham	22
http://yago-knowledge.org/resource/Order_of_St._Alexander_Nevsky	22
http://yago-knowledge.org/resource/Denver	22
http://yago-knowledge.org/resource/Brown_University	22
http://yago-knowledge.org/resource/Order_of_the_Crown_of_Italy	22
http://yago-knowledge.org/resource/Achievement_Medal	22
http://yago-knowledge.org/resource/Athens	22
http://yago-knowledge.org/resource/Croix_de_guerre	22
http://yago-knowledge.org/resource/European_Film_Award_for_Best_Actress	22
http://yago-knowledge.org/resource/Latin_Grammy_Award	21
http://yago-knowledge.org/resource/Leipzig_University	21
http://yago-knowledge.org/resource/How_the_West_Was_Won_(film)	21
http://yago-knowledge.org/resource/University_of_Illinois_at_Urbana–Champaign	21
http://yago-knowledge.org/resource/Institute_for_Advanced_Study	21
http://yago-knowledge.org/resource/Lahore	21
http://yago-knowledge.org/resource/Academy_Award	21
http://yago-knowledge.org/resource/Poland	21
http://yago-knowledge.org/resource/Oakland,_California	21
http://yago-knowledge.org/resource/Louisville,_Kentucky	21
http://yago-knowledge.org/resource/Copenhagen	21
http://yago-knowledge.org/resource/University_of_Wisconsin–Madison	21
http://yago-knowledge.org/resource/Prêt-à-Porter_(film)	21
http://yago-knowledge.org/resource/wordnet_uke_104506289	21
http://yago-knowledge.org/resource/wordnet_acoustic_guitar_102676566	21
http://yago-knowledge.org/resource/Kansas_City,_Missouri	21
http://yago-knowledge.org/resource/Hartford,_Connecticut	21
http://yago-knowledge.org/resource/The_Hire	21
http://yago-knowledge.org/resource/Four_Rooms	20
http://yago-knowledge.org/resource/Order_of_the_Redeemer	20
http://yago-knowledge.org/resource/Austria	20
http://yago-knowledge.org/resource/Lomonosov_Gold_Medal	20
http://yago-knowledge.org/resource/San_Antonio	20
http://yago-knowledge.org/resource/wordnet_cornet_103110669	20
http://yago-knowledge.org/resource/Pearl_Harbor_(film)	20
http://yago-knowledge.org/resource/London_School_of_Economics	20
http://yago-knowledge.org/resource/Turing_Award	20
http://yago-knowledge.org/resource/Harvey_Award	20
http://yago-knowledge.org/resource/Albert_Lasker_Award_for_Basic_Medical_Research	20
http://yago-knowledge.org/resource/Order_of_the_Sword_(United_States)	20
http://yago-knowledge.org/resource/Australia	20
http://yago-knowledge.org/resource/Japan	20
http://yago-knowledge.org/resource/University_of_Manchester	20
http://yago-knowledge.org/resource/Hero_of_the_Soviet_Union	19
http://yago-knowledge.org/resource/Grindhouse_(film)	19
http://yago-knowledge.org/resource/Fields_Medal	19
http://yago-knowledge.org/resource/Gosford_Park	19
http://yago-knowledge.org/resource/Armageddon_(1998_film)	19
http://yago-knowledge.org/resource/Crafoord_Prize	19
http://yago-knowledge.org/resource/The_Lord_of_the_Rings_(film_series)	19
http://yago-knowledge.org/resource/Wolf_Prize_in_Physics	19
http://yago-knowledge.org/resource/Tokyo_(prefecture)	19
http://yago-knowledge.org/resource/Portland,_Oregon	19
http://yago-knowledge.org/resource/Tehran	19
http://yago-knowledge.org/resource/Johns_Hopkins_University	19
http://yago-knowledge.org/resource/Princeton,_New_Jersey	19
http://yago-knowledge.org/resource/Russian_Empire	19
http://yago-knowledge.org/resource/Rochester,_New_York	19
http://yago-knowledge.org/resource/Bristol	19
http://yago-knowledge.org/resource/Conservative_Party_of_Canada	19
http://yago-knowledge.org/resource/The_Longest_Day_(film)	19
http://yago-knowledge.org/resource/Helpmann_Awards	19
http://yago-knowledge.org/resource/Independent_(politician)	19
http://yago-knowledge.org/resource/Sacramento,_California	19
http://yago-knowledge.org/resource/Long_Beach,_California	19
http://yago-knowledge.org/resource/Indianapolis	19
http://yago-knowledge.org/resource/University_of_Minnesota	19
http://yago-knowledge.org/resource/City_College_of_New_York	18
http://yago-knowledge.org/resource/Omaha,_Nebraska	18
http://yago-knowledge.org/resource/Deconstructing_Harry	18
http://yago-knowledge.org/resource/O._Henry's_Full_House	18
http://yago-knowledge.org/resource/Star_Wars	18
http://yago-knowledge.org/resource/Miami	18
http://yago-knowledge.org/resource/Palo_Alto,_California	18
http://yago-knowledge.org/resource/wordnet_accordion_102672831	18
http://yago-knowledge.org/resource/Cairo	18
http://yago-knowledge.org/resource/Cincinnati	18
http://yago-knowledge.org/resource/Paramount_on_Parade	18
http://yago-knowledge.org/resource/European_Film_Award_for_Best_Actor	18
http://yago-knowledge.org/resource/Chelsea_F.C.	17
http://yago-knowledge.org/resource/Kyoto_Prize	17
http://yago-knowledge.org/resource/Order_of_Friendship_of_Peoples	17
http://yago-knowledge.org/resource/Heidelberg	17
http://yago-knowledge.org/resource/Political_philosophy	17
http://yago-knowledge.org/resource/Leiden_University	17
http://yago-knowledge.org/resource/Theatre_World_Award	17
http://yago-knowledge.org/resource/Communist_Party_of_the_Soviet_Union	17
http://yago-knowledge.org/resource/Presidential_Medal_of_Freedom	17
http://yago-knowledge.org/resource/American_Campaign_Medal	17
http://yago-knowledge.org/resource/Philippine_Liberation_Medal	17
http://yago-knowledge.org/resource/Boulogne-Billancourt	17
http://yago-knowledge.org/resource/King's_College_London	17
http://yago-knowledge.org/resource/New_York_Stories	17
http://yago-knowledge.org/resource/Heidelberg_University	17
http://yago-knowledge.org/resource/Karachi	17
http://yago-knowledge.org/resource/Médaille_de_la_Résistance	17
http://yago-knowledge.org/resource/Order_of_Osmanieh	17
http://yago-knowledge.org/resource/Order_of_the_Nile	17
http://yago-knowledge.org/resource/Las_Vegas	17
http://yago-knowledge.org/resource/Jurassic_Park	17
http://yago-knowledge.org/resource/Helsinki	17
http://yago-knowledge.org/resource/State_Prize_of_the_Russian_Federation	17
http://yago-knowledge.org/resource/Nine_Lives_(2005_film)	17
http://yago-knowledge.org/resource/Military_Order_of_St._Henry	17
http://yago-knowledge.org/resource/Scary_Movie_(film_series)	17
http://yago-knowledge.org/resource/Florence	17
http://yago-knowledge.org/resource/Distinguished_Service_Medal_(US_Army)	17
http://yago-knowledge.org/resource/ARIA_Music_Awards	17
http://yago-knowledge.org/resource/Order_of_the_Badge_of_Honour	17
http://yago-knowledge.org/resource/West_Hollywood,_California	17
http://yago-knowledge.org/resource/Médaille_militaire	17
http://yago-knowledge.org/resource/Prague	17
http://yago-knowledge.org/resource/Kalakar_Awards	17
http://yago-knowledge.org/resource/Continental_Basketball_Association	16
http://yago-knowledge.org/resource/Andhra_Pradesh	16
http://yago-knowledge.org/resource/Spain	16
http://yago-knowledge.org/resource/Bengal_Film_Journalists'_Association_Awards	16
http://yago-knowledge.org/resource/Order_of_Sukhbaatar	16
http://yago-knowledge.org/resource/JFK_(film)	16
http://yago-knowledge.org/resource/Apocalypse_Now	16
http://yago-knowledge.org/resource/Order_of_George_I	16
http://yago-knowledge.org/resource/Golden_Party_Badge	16
http://yago-knowledge.org/resource/IEEE_Medal_of_Honor	16
http://yago-knowledge.org/resource/Hamburg	16
http://yago-knowledge.org/resource/Royal_Academy_of_Dramatic_Art	16
http://yago-knowledge.org/resource/The_Thin_Red_Line_(1998_film)	16
http://yago-knowledge.org/resource/55_Days_at_Peking	16
http://yago-knowledge.org/resource/The_Ultimate_Matrix_Collection	16
http://yago-knowledge.org/resource/Göttingen	16
http://yago-knowledge.org/resource/Resistance_Medal	16
http://yago-knowledge.org/resource/Cross_of_Valour_(Poland)	16
http://yago-knowledge.org/resource/Nigar_Awards	16
http://yago-knowledge.org/resource/Inglourious_Basterds	16
http://yago-knowledge.org/resource/The_Swarm_(film)	16
http://yago-knowledge.org/resource/Saint_Petersburg_State_University	16
http://yago-knowledge.org/resource/Teenage_Mutant_Ninja_Turtles_(film_series)	16
http://yago-knowledge.org/resource/Salt_Lake_City	16
http://yago-knowledge.org/resource/Yellowbeard	16
http://yago-knowledge.org/resource/Pulp_Fiction	16
http://yago-knowledge.org/resource/Amsterdam	16
http://yago-knowledge.org/resource/Inkpot_Award	16
http://yago-knowledge.org/resource/Franklin_Medal	16
http://yago-knowledge.org/resource/Ludwig_Maximilian_University_of_Munich	16
http://yago-knowledge.org/resource/LNB_Pro_A	16
http://yago-knowledge.org/resource/It's_a_Mad,_Mad,_Mad,_Mad_World	15
http://yago-knowledge.org/resource/Scary_Movie_2	15
http://yago-knowledge.org/resource/The_Dirty_Dozen	15
http://yago-knowledge.org/resource/Queens_Park_Rangers_F.C.	15
http://yago-knowledge.org/resource/Aria_(film)	15
http://yago-knowledge.org/resource/Mixed_Nuts	15
http://yago-knowledge.org/resource/Magnolia_(film)	15
http://yago-knowledge.org/resource/Alexandria,_Virginia	15
http://yago-knowledge.org/resource/Silverado_(film)	15
http://yago-knowledge.org/resource/The_Right_Stuff_(film)	15
http://yago-knowledge.org/resource/Asiatic-Pacific_Campaign_Medal	15
http://yago-knowledge.org/resource/Wollaston_Medal	15
http://yago-knowledge.org/resource/Victoria_Cross	15
http://yago-knowledge.org/resource/Croix_de_guerre_des_théâtres_d'opérations_extérieures	15
http://yago-knowledge.org/resource/Battle_of_Britain_(film)	15
http://yago-knowledge.org/resource/Hughes_Medal	15
http://yago-knowledge.org/resource/Nashville,_Tennessee	15
http://yago-knowledge.org/resource/Independent_Spirit_Award_for_Best_Director	15
http://yago-knowledge.org/resource/University_of_Washington	15
http://yago-knowledge.org/resource/Istanbul	15
http://yago-knowledge.org/resource/Order_of_Polonia_Restituta	15
http://yago-knowledge.org/resource/Lviv	15
http://yago-knowledge.org/resource/Sins_(TV_miniseries)	15
http://yago-knowledge.org/resource/Jaani_Dushman	15
http://yago-knowledge.org/resource/Good_Conduct_Medal_(United_States)	15
http://yago-knowledge.org/resource/Scary_Movie_4	15
http://yago-knowledge.org/resource/Death_on_the_Nile_(1978_film)	15
http://yago-knowledge.org/resource/Dune_(film)	15
http://yago-knowledge.org/resource/American_Graffiti	15
http://yago-knowledge.org/resource/Tulsa,_Oklahoma	15
http://yago-knowledge.org/resource/The_Last_Judgement_(1961_film)	15
http://yago-knowledge.org/resource/The_Ten_Commandments_(1956_film)	15
http://yago-knowledge.org/resource/Presidential_Unit_Citation_(United_States)	15
http://yago-knowledge.org/resource/Apocalypse_Now_Redux	15
http://yago-knowledge.org/resource/The_Stand_(TV_miniseries)	15
http://yago-knowledge.org/resource/Home_Alone_(franchise)	15
http://yago-knowledge.org/resource/Heat_(1995_film)	15
http://yago-knowledge.org/resource/True_Romance	15
http://yago-knowledge.org/resource/Skidoo_(film)	15
http://yago-knowledge.org/resource/A_Time_to_Kill_(film)	15
http://yago-knowledge.org/resource/A_Midsummer_Night's_Dream_(1999_film)	15
http://yago-knowledge.org/resource/Order_of_Military_Merit_(Korea)	15
http://yago-knowledge.org/resource/Pakistan	14
http://yago-knowledge.org/resource/Boogie_Nights	14
http://yago-knowledge.org/resource/Little_Rock,_Arkansas	14
http://yago-knowledge.org/resource/Geneva	14
http://yago-knowledge.org/resource/Batman_Begins	14
http://yago-knowledge.org/resource/McGill_University	14
http://yago-knowledge.org/resource/Muppets_from_Space	14
http://yago-knowledge.org/resource/Independence_Day_(1996_film)	14
http://yago-knowledge.org/resource/Intolerance_(film)	14
http://yago-knowledge.org/resource/Ontario	14
http://yago-knowledge.org/resource/Belgrade	14
http://yago-knowledge.org/resource/ETH_Zurich	14
http://yago-knowledge.org/resource/Woman's_World_(film)	14
http://yago-knowledge.org/resource/The_Delta_Force	14
http://yago-knowledge.org/resource/Nice	14
http://yago-knowledge.org/resource/Davy_Medal	14
http://yago-knowledge.org/resource/Hollywood_Party_(1934_film)	14
http://yago-knowledge.org/resource/Dannie_Heineman_Prize_for_Mathematical_Physics	14
http://yago-knowledge.org/resource/Thank_You_for_Smoking_(film)	14
http://yago-knowledge.org/resource/Order_of_the_Rue_Crown	14
http://yago-knowledge.org/resource/EDtv	14
http://yago-knowledge.org/resource/A_Yank_at_Oxford	14
http://yago-knowledge.org/resource/wordnet_clarinet_103037709	14
http://yago-knowledge.org/resource/Order_of_Orange-Nassau	14
http://yago-knowledge.org/resource/Le_streghe	14
http://yago-knowledge.org/resource/Path_to_War	14
http://yago-knowledge.org/resource/Pune	14
http://yago-knowledge.org/resource/Thalapathi	14
http://yago-knowledge.org/resource/Hamlet_(1996_film)	14
http://yago-knowledge.org/resource/Darna_Mana_Hai	14
http://yago-knowledge.org/resource/Oslo	14
http://yago-knowledge.org/resource/The_Godfather_Part_III	14
http://yago-knowledge.org/resource/A_Bridge_Too_Far_(film)	14
http://yago-knowledge.org/resource/Springfield,_Massachusetts	14
http://yago-knowledge.org/resource/Order_of_Culture	14
http://yago-knowledge.org/resource/Enrico_Fermi_Award	14
http://yago-knowledge.org/resource/The_Princess_Bride_(film)	14
http://yago-knowledge.org/resource/Micro-Phonies	14
http://yago-knowledge.org/resource/Philosophy_of_religion	14
http://yago-knowledge.org/resource/Spingarn_Medal	14
http://yago-knowledge.org/resource/Cradle_Will_Rock	14
http://yago-knowledge.org/resource/Stuttgart	14
http://yago-knowledge.org/resource/Celebrity_(film)	14
http://yago-knowledge.org/resource/Spirits_of_the_Dead	14
http://yago-knowledge.org/resource/Switzerland	14
http://yago-knowledge.org/resource/Clarence_Derwent_Awards	14
http://yago-knowledge.org/resource/Order_of_Canada	14
http://yago-knowledge.org/resource/Amar_Akbar_Anthony	14
http://yago-knowledge.org/resource/Ghostbusters_II	13
http://yago-knowledge.org/resource/Lage_Raho_Munna_Bhai	13
